id,Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Stage_fear_No,Stage_fear_Yes,Drained_after_socializing_No,Drained_after_socializing_Yes,Personality
14281,-0.24069026646284564,1.2778061930510032,1.35576472980418,0.12199753676904299,0.18421344928123892,1.0,0.0,1.0,0.0,0
14284,-1.0010043650490912,0.5076910090336915,1.35576472980418,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
14289,-1.0010043650490912,-0.2624241749836202,-0.7665916108103452,0.12199753676904299,1.6603839838675871,1.0,0.0,1.0,0.0,0
14291,2.0402520292958912,-1.0325393590009317,-1.2971806959639764,-1.1055680391146014,-1.6609997189516963,0.0,1.0,0.0,1.0,1
14296,0.8997808814165227,-1.4175969510095876,-2.358358866271239,-2.087620499821517,-1.6609997189516963,0.0,1.0,0.0,1.0,0
14298,3.1807231771752593,-1.8026545430182435,-1.8277697811176077,-1.8421073846447882,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14299,0.13946678283027714,1.2778061930510032,0.8251756446505486,-0.6145418087611437,0.9222987165744131,1.0,0.0,1.0,0.0,0
14300,-1.0010043650490912,-0.647481766992276,-0.23600252565671395,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
14302,0.13946678283027714,0.8927486010423473,0.2945865594969173,-0.3690286935844148,0.18421344928123892,1.0,0.0,1.0,0.0,0
14304,-1.0010043650490912,-0.2624241749836202,0.2945865594969173,0.6130237671225007,0.9222987165744131,1.0,0.0,1.0,0.0,0
14305,-0.6208473157559684,-0.647481766992276,0.2945865594969173,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
14307,0.5196238321233999,-0.2624241749836202,0.2945865594969173,-0.3690286935844148,0.18421344928123892,1.0,0.0,1.0,0.0,0
14310,0.8997808814165227,-2.1877121350268993,-1.2971806959639764,-1.3510811542913304,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14311,-0.24069026646284564,0.8927486010423473,-0.7665916108103452,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14312,1.6600949800027684,-1.8026545430182435,-1.2971806959639764,-1.5965942694680593,-1.6609997189516963,0.0,1.0,0.0,1.0,1
14314,-1.0010043650490912,-0.647481766992276,0.2945865594969173,0.6130237671225007,0.18421344928123892,1.0,0.0,1.0,0.0,0
14315,-1.0010043650490912,0.8927486010423473,-0.7665916108103452,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14316,-1.0010043650490912,1.2778061930510032,1.35576472980418,0.36751065194577187,0.9222987165744131,1.0,0.0,1.0,0.0,0
14320,-1.0010043650490912,-1.0325393590009317,-0.23600252565671395,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
14323,-1.0010043650490912,-0.647481766992276,1.35576472980418,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14324,-0.24069026646284564,1.2778061930510032,1.35576472980418,1.3495631126526875,1.6603839838675871,1.0,0.0,1.0,0.0,0
14325,3.1807231771752593,-1.0325393590009317,-1.2971806959639764,-2.087620499821517,-1.6609997189516963,0.0,1.0,0.0,1.0,1
14326,-1.0010043650490912,-0.2624241749836202,0.8251756446505486,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
14328,0.13946678283027714,1.6628637850596588,0.8251756446505486,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14329,-1.0010043650490912,0.5076910090336915,1.35576472980418,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
14330,-0.6208473157559684,1.2778061930510032,-0.23600252565671395,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
14331,-0.6208473157559684,1.6628637850596588,0.8251756446505486,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14332,1.2799379307096455,-1.8026545430182435,-1.2971806959639764,-1.8421073846447882,-2.0300423525982834,0.0,1.0,0.0,1.0,1
14333,0.8997808814165227,-1.8026545430182435,-1.8277697811176077,-1.3510811542913304,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14334,-1.0010043650490912,-1.0325393590009317,-0.7665916108103452,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
14335,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,-0.3690286935844148,0.553256082927826,1.0,0.0,1.0,0.0,0
14336,-0.6208473157559684,0.5076910090336915,0.8251756446505486,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
14339,-0.24069026646284564,0.5076910090336915,-0.23600252565671395,0.12199753676904299,1.291341350221,1.0,0.0,1.0,0.0,0
14342,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,-0.6145418087611437,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14343,-0.6208473157559684,0.12263341702503563,-0.7665916108103452,1.3495631126526875,1.6603839838675871,1.0,0.0,1.0,0.0,0
14346,-0.24069026646284564,0.8927486010423473,1.35576472980418,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
14349,-0.6208473157559684,0.12263341702503563,-0.23600252565671395,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14350,-1.0010043650490912,0.8927486010423473,0.8251756446505486,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
14353,-0.6208473157559684,1.6628637850596588,-0.23600252565671395,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14356,-0.6208473157559684,1.6628637850596588,0.8251756446505486,-0.6145418087611437,1.291341350221,1.0,0.0,1.0,0.0,0
14359,-1.0010043650490912,0.5076910090336915,1.35576472980418,1.3495631126526875,0.18421344928123892,1.0,0.0,1.0,0.0,0
14361,-1.0010043650490912,-0.2624241749836202,-0.7665916108103452,1.1040499974759586,1.6603839838675871,1.0,0.0,1.0,0.0,0
14362,-0.6208473157559684,0.12263341702503563,-0.23600252565671395,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14363,0.13946678283027714,0.8927486010423473,0.2945865594969173,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14364,-0.6208473157559684,0.5076910090336915,1.35576472980418,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
14366,0.13946678283027714,-0.2624241749836202,0.8251756446505486,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
14367,-1.0010043650490912,-0.647481766992276,-0.7665916108103452,0.8585368822992296,-1.6609997189516963,1.0,0.0,1.0,0.0,0
14371,2.4204090785890138,-2.1877121350268993,-2.358358866271239,-1.5965942694680593,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14373,-1.0010043650490912,1.2778061930510032,1.35576472980418,0.8585368822992296,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14376,-1.0010043650490912,-1.0325393590009317,0.2945865594969173,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14378,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,1.3495631126526875,0.18421344928123892,1.0,0.0,1.0,0.0,1
14380,-1.0010043650490912,1.2778061930510032,0.8251756446505486,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
14381,-0.6208473157559684,-1.0325393590009317,0.8251756446505486,-1.1055680391146014,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14384,0.13946678283027714,1.2778061930510032,-0.7665916108103452,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14385,0.13946678283027714,-0.2624241749836202,-0.23600252565671395,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
14386,1.6600949800027684,-1.8026545430182435,-0.23600252565671395,-2.087620499821517,-2.0300423525982834,0.0,1.0,0.0,1.0,1
14388,-1.0010043650490912,0.8927486010423473,1.35576472980418,-0.6145418087611437,0.18421344928123892,1.0,0.0,1.0,0.0,0
14389,0.13946678283027714,-0.647481766992276,-0.23600252565671395,0.8585368822992296,0.9222987165744131,1.0,0.0,1.0,0.0,0
14390,-0.6208473157559684,-0.647481766992276,-0.7665916108103452,1.1040499974759586,0.18421344928123892,1.0,0.0,1.0,0.0,0
14391,0.13946678283027714,0.5076910090336915,-0.23600252565671395,0.6130237671225007,1.6603839838675871,1.0,0.0,1.0,0.0,0
14392,-1.0010043650490912,0.5076910090336915,-0.23600252565671395,-1.1055680391146014,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14393,-0.6208473157559684,0.5076910090336915,-0.7665916108103452,-0.6145418087611437,0.9222987165744131,1.0,0.0,1.0,0.0,0
14395,-0.24069026646284564,0.12263341702503563,-0.7665916108103452,0.6130237671225007,1.291341350221,1.0,0.0,1.0,0.0,0
14396,1.2799379307096455,0.5076910090336915,-0.23600252565671395,1.3495631126526875,0.9222987165744131,1.0,0.0,1.0,0.0,0
14398,-0.24069026646284564,1.2778061930510032,-0.23600252565671395,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
14399,-0.24069026646284564,0.5076910090336915,-0.23600252565671395,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
14400,2.4204090785890138,-1.4175969510095876,-2.358358866271239,-1.1055680391146014,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14402,-0.6208473157559684,1.2778061930510032,-0.7665916108103452,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14403,0.13946678283027714,0.8927486010423473,1.35576472980418,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14404,-1.0010043650490912,0.12263341702503563,1.35576472980418,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
14406,-0.6208473157559684,1.2778061930510032,0.8251756446505486,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14408,-1.0010043650490912,0.8927486010423473,0.8251756446505486,1.5950762278294164,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14410,-0.6208473157559684,-0.647481766992276,0.8251756446505486,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
14411,0.8997808814165227,-1.8026545430182435,-2.358358866271239,-1.5965942694680593,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14412,-1.0010043650490912,0.5076910090336915,-0.23600252565671395,0.12199753676904299,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14414,0.5196238321233999,1.2778061930510032,0.2945865594969173,0.6130237671225007,0.553256082927826,1.0,0.0,1.0,0.0,0
14417,-1.0010043650490912,0.12263341702503563,-0.7665916108103452,-1.1055680391146014,0.18421344928123892,1.0,0.0,1.0,0.0,0
14418,0.13946678283027714,0.12263341702503563,0.8251756446505486,-0.6145418087611437,0.18421344928123892,1.0,0.0,1.0,0.0,0
14419,-0.24069026646284564,0.5076910090336915,0.2945865594969173,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14420,-0.6208473157559684,1.2778061930510032,1.35576472980418,1.3495631126526875,0.553256082927826,1.0,0.0,1.0,0.0,0
14422,-0.24069026646284564,1.2778061930510032,-0.23600252565671395,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14425,0.13946678283027714,-1.0325393590009317,-0.23600252565671395,0.8585368822992296,0.553256082927826,1.0,0.0,1.0,0.0,0
14428,0.5196238321233999,-2.1877121350268993,-2.358358866271239,-1.3510811542913304,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14429,-0.24069026646284564,-0.647481766992276,0.8251756446505486,0.6130237671225007,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14436,-1.0010043650490912,0.8927486010423473,-0.23600252565671395,0.6130237671225007,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14437,0.8997808814165227,-0.647481766992276,-0.7665916108103452,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14439,-1.0010043650490912,0.8927486010423473,-0.23600252565671395,-0.1235155784076859,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14440,-0.24069026646284564,-0.647481766992276,0.2945865594969173,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
14442,-0.24069026646284564,0.12263341702503563,0.2945865594969173,-1.1055680391146014,0.18421344928123892,1.0,0.0,1.0,0.0,0
14443,0.13946678283027714,1.2778061930510032,0.8251756446505486,0.6130237671225007,0.18421344928123892,1.0,0.0,1.0,0.0,0
14445,0.13946678283027714,1.2778061930510032,1.35576472980418,0.6130237671225007,0.553256082927826,1.0,0.0,1.0,0.0,0
14446,-0.24069026646284564,0.8927486010423473,1.35576472980418,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14447,2.0402520292958912,-1.0325393590009317,-2.358358866271239,-2.087620499821517,-1.6609997189516963,0.0,1.0,0.0,1.0,1
14448,-0.24069026646284564,-1.0325393590009317,0.2945865594969173,-0.1235155784076859,0.18421344928123892,1.0,0.0,1.0,0.0,0
14449,0.13946678283027714,-0.647481766992276,-0.7665916108103452,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
14450,0.13946678283027714,1.2778061930510032,1.35576472980418,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14452,-0.6208473157559684,-1.0325393590009317,-0.7665916108103452,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14456,0.5196238321233999,1.6628637850596588,0.8251756446505486,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
14457,2.8005661278821368,-1.4175969510095876,-1.2971806959639764,-0.8600549239378725,-2.0300423525982834,0.0,1.0,0.0,1.0,1
14464,-1.0010043650490912,1.2778061930510032,-0.7665916108103452,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
14467,-0.6208473157559684,0.5076910090336915,0.2945865594969173,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14468,-1.0010043650490912,0.8927486010423473,-0.7665916108103452,-1.1055680391146014,0.553256082927826,1.0,0.0,1.0,0.0,0
14475,-1.0010043650490912,-0.647481766992276,-0.7665916108103452,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
14480,-0.24069026646284564,0.12263341702503563,0.8251756446505486,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
14482,-1.0010043650490912,1.2778061930510032,0.2945865594969173,0.12199753676904299,1.6603839838675871,1.0,0.0,1.0,0.0,0
14484,0.13946678283027714,-0.647481766992276,0.8251756446505486,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
14485,-0.6208473157559684,-0.647481766992276,0.2945865594969173,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14488,0.13946678283027714,0.12263341702503563,-0.23600252565671395,0.36751065194577187,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14493,-1.0010043650490912,0.12263341702503563,0.2945865594969173,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
14499,-0.6208473157559684,1.2778061930510032,-0.7665916108103452,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14500,-1.0010043650490912,0.12263341702503563,0.8251756446505486,1.3495631126526875,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14501,-0.6208473157559684,-0.647481766992276,0.8251756446505486,-1.1055680391146014,0.18421344928123892,1.0,0.0,1.0,0.0,0
14502,-0.24069026646284564,0.5076910090336915,0.2945865594969173,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
14504,-1.0010043650490912,1.2778061930510032,-0.7665916108103452,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14505,0.5196238321233999,-0.2624241749836202,1.35576472980418,-0.1235155784076859,0.553256082927826,1.0,0.0,1.0,0.0,0
14506,0.13946678283027714,-0.647481766992276,1.35576472980418,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14507,-0.6208473157559684,0.5076910090336915,-0.7665916108103452,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14508,-1.0010043650490912,0.12263341702503563,0.8251756446505486,1.3495631126526875,0.553256082927826,1.0,0.0,1.0,0.0,0
14510,-1.0010043650490912,-1.8026545430182435,-1.8277697811176077,-1.3510811542913304,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14511,-0.24069026646284564,-0.647481766992276,-0.23600252565671395,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14513,0.13946678283027714,0.8927486010423473,0.2945865594969173,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
14514,0.13946678283027714,0.5076910090336915,0.8251756446505486,-1.1055680391146014,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14516,2.8005661278821368,-1.8026545430182435,-0.7665916108103452,-0.8600549239378725,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14518,2.4204090785890138,-1.4175969510095876,-0.7665916108103452,-1.5965942694680593,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14519,-0.6208473157559684,-1.0325393590009317,0.2945865594969173,1.1040499974759586,0.9222987165744131,1.0,0.0,1.0,0.0,0
14522,-0.6208473157559684,0.5076910090336915,-0.7665916108103452,-1.1055680391146014,1.291341350221,1.0,0.0,1.0,0.0,0
14523,-1.0010043650490912,-0.2624241749836202,-1.2971806959639764,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14524,0.13946678283027714,-0.2624241749836202,0.2945865594969173,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14525,-1.0010043650490912,0.8927486010423473,1.35576472980418,-0.6145418087611437,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14528,-1.0010043650490912,1.2778061930510032,0.8251756446505486,-0.1235155784076859,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14530,1.2799379307096455,-2.1877121350268993,-1.8277697811176077,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,0
14531,0.5196238321233999,1.2778061930510032,1.35576472980418,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
14532,0.13946678283027714,-0.2624241749836202,0.2945865594969173,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
14533,-1.0010043650490912,0.12263341702503563,-0.23600252565671395,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
14536,0.5196238321233999,0.5076910090336915,0.8251756446505486,-1.8421073846447882,0.553256082927826,1.0,0.0,1.0,0.0,0
14537,-0.6208473157559684,-0.647481766992276,1.35576472980418,0.8585368822992296,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14541,-0.6208473157559684,1.2778061930510032,0.8251756446505486,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14542,0.5196238321233999,0.8927486010423473,1.35576472980418,0.6130237671225007,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14543,-1.0010043650490912,-0.647481766992276,-0.23600252565671395,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14545,-0.24069026646284564,-1.0325393590009317,0.8251756446505486,-1.1055680391146014,0.9222987165744131,1.0,0.0,1.0,0.0,0
14546,-1.0010043650490912,-1.0325393590009317,-0.7665916108103452,1.3495631126526875,1.6603839838675871,1.0,0.0,1.0,0.0,0
14548,0.5196238321233999,0.8927486010423473,0.2945865594969173,1.5950762278294164,0.553256082927826,1.0,0.0,1.0,0.0,0
14549,-0.24069026646284564,-0.647481766992276,-0.7665916108103452,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
14550,-1.0010043650490912,0.12263341702503563,1.35576472980418,0.12199753676904299,0.553256082927826,1.0,0.0,1.0,0.0,0
14551,2.0402520292958912,-1.0325393590009317,-1.8277697811176077,-0.6145418087611437,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14554,-0.24069026646284564,0.5076910090336915,1.35576472980418,1.3495631126526875,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14556,-0.6208473157559684,0.12263341702503563,1.35576472980418,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14557,3.1807231771752593,-2.1877121350268993,-1.8277697811176077,-0.8600549239378725,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14558,2.4204090785890138,-1.4175969510095876,-1.8277697811176077,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14559,-1.0010043650490912,0.12263341702503563,0.2945865594969173,-1.3510811542913304,0.18421344928123892,1.0,0.0,1.0,0.0,0
14562,0.13946678283027714,-0.647481766992276,-0.23600252565671395,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
14564,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,0.36751065194577187,1.6603839838675871,1.0,0.0,1.0,0.0,0
14565,0.13946678283027714,0.12263341702503563,-0.23600252565671395,0.36751065194577187,0.9222987165744131,1.0,0.0,1.0,0.0,0
14570,-1.0010043650490912,0.8927486010423473,-0.7665916108103452,1.5950762278294164,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14571,0.13946678283027714,1.2778061930510032,0.8251756446505486,-0.6145418087611437,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14572,-0.6208473157559684,-0.2624241749836202,-0.23600252565671395,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
14573,-0.24069026646284564,1.2778061930510032,-0.23600252565671395,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
14574,-1.0010043650490912,0.5076910090336915,-0.23600252565671395,0.8585368822992296,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14576,-0.24069026646284564,1.2778061930510032,-0.23600252565671395,-1.1055680391146014,0.553256082927826,1.0,0.0,1.0,0.0,0
14578,0.5196238321233999,1.2778061930510032,-0.7665916108103452,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14579,0.5196238321233999,0.5076910090336915,1.35576472980418,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
14580,0.13946678283027714,1.2778061930510032,0.2945865594969173,0.36751065194577187,1.6603839838675871,1.0,0.0,1.0,0.0,0
14583,-0.6208473157559684,0.8927486010423473,1.35576472980418,1.1040499974759586,0.18421344928123892,1.0,0.0,1.0,0.0,0
14586,-0.24069026646284564,-0.647481766992276,0.8251756446505486,-0.1235155784076859,0.18421344928123892,1.0,0.0,1.0,0.0,0
14587,-1.0010043650490912,-0.647481766992276,0.2945865594969173,1.1040499974759586,1.6603839838675871,1.0,0.0,1.0,0.0,0
14588,-0.6208473157559684,-0.647481766992276,-0.7665916108103452,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
14590,-1.0010043650490912,0.8927486010423473,-0.7665916108103452,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14591,0.13946678283027714,0.5076910090336915,0.2945865594969173,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
14596,-0.24069026646284564,-0.2624241749836202,0.2945865594969173,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
14597,-0.6208473157559684,-0.2624241749836202,0.8251756446505486,0.6130237671225007,1.6603839838675871,1.0,0.0,1.0,0.0,0
14598,-1.0010043650490912,0.12263341702503563,0.8251756446505486,1.1040499974759586,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14599,0.13946678283027714,0.8927486010423473,0.8251756446505486,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
14605,0.13946678283027714,1.2778061930510032,-0.7665916108103452,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
14607,0.13946678283027714,-0.2624241749836202,-0.23600252565671395,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
14608,0.13946678283027714,0.5076910090336915,-0.7665916108103452,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14610,-1.0010043650490912,0.12263341702503563,1.35576472980418,1.1040499974759586,0.9222987165744131,1.0,0.0,1.0,0.0,0
14612,0.13946678283027714,1.2778061930510032,0.2945865594969173,0.8585368822992296,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14614,1.2799379307096455,-2.1877121350268993,-2.358358866271239,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,1
14615,-0.6208473157559684,0.12263341702503563,-0.7665916108103452,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
14617,-0.24069026646284564,0.8927486010423473,-0.7665916108103452,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
14618,-0.6208473157559684,-1.0325393590009317,1.35576472980418,0.12199753676904299,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14620,-0.24069026646284564,0.5076910090336915,0.2945865594969173,-0.8600549239378725,0.9222987165744131,1.0,0.0,1.0,0.0,0
14621,1.6600949800027684,-1.4175969510095876,-1.2971806959639764,-1.8421073846447882,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14622,-0.24069026646284564,-0.647481766992276,1.35576472980418,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14625,0.13946678283027714,0.12263341702503563,1.35576472980418,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
14626,-0.6208473157559684,0.12263341702503563,0.8251756446505486,0.8585368822992296,0.553256082927826,1.0,0.0,1.0,0.0,0
14629,-0.6208473157559684,0.5076910090336915,-0.23600252565671395,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
14630,-0.6208473157559684,0.12263341702503563,-0.23600252565671395,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14631,-0.6208473157559684,-0.2624241749836202,-0.23600252565671395,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
14633,0.13946678283027714,-0.647481766992276,0.2945865594969173,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14634,-0.24069026646284564,-1.0325393590009317,-2.358358866271239,-1.1055680391146014,-1.2919570853051094,0.0,1.0,0.0,1.0,0
14635,-1.0010043650490912,1.2778061930510032,-0.23600252565671395,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
14639,0.13946678283027714,-2.1877121350268993,-2.358358866271239,-1.3510811542913304,-2.0300423525982834,0.0,1.0,0.0,1.0,1
14640,-1.0010043650490912,-0.2624241749836202,1.35576472980418,-0.3690286935844148,0.553256082927826,1.0,0.0,1.0,0.0,0
14641,0.5196238321233999,1.2778061930510032,0.8251756446505486,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
14645,2.0402520292958912,-1.0325393590009317,-0.7665916108103452,-1.8421073846447882,-1.6609997189516963,0.0,1.0,0.0,1.0,1
14647,-0.24069026646284564,-0.647481766992276,-0.23600252565671395,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
14648,1.6600949800027684,-2.1877121350268993,-2.358358866271239,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,1
14651,-1.0010043650490912,-0.2624241749836202,0.8251756446505486,1.1040499974759586,1.291341350221,1.0,0.0,1.0,0.0,0
14652,-1.0010043650490912,1.6628637850596588,-0.7665916108103452,0.36751065194577187,-0.9229144516585223,1.0,0.0,1.0,0.0,0
14653,-0.24069026646284564,0.8927486010423473,-0.23600252565671395,-0.3690286935844148,0.18421344928123892,1.0,0.0,1.0,0.0,0
14655,-1.0010043650490912,-0.647481766992276,0.8251756446505486,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
14656,0.13946678283027714,1.2778061930510032,0.8251756446505486,1.1040499974759586,1.291341350221,1.0,0.0,1.0,0.0,0
14658,2.0402520292958912,-1.0325393590009317,-2.358358866271239,-1.8421073846447882,-1.2919570853051094,0.0,1.0,0.0,1.0,1
14660,3.1807231771752593,-1.4175969510095876,-0.7665916108103452,-0.8600549239378725,-2.0300423525982834,0.0,1.0,0.0,1.0,1
